EXPID,X,Y,rot_rate_model,rot_rate_measured,C
202665,-20.746586,63.65429,0.734,0.1328317476216448,0.6011682523783553
202666,-23.661729,65.11056,0.75,-0.20354593963128986,0.9535459396312899
202667,-25.103938,13.73798,0.423,0.14595338356765458,0.2770466164323454
202668,-20.703496,17.374,0.425,0.11892140063935194,0.3060785993606481
202768,-21.32343,-7.92931,0.519,0.1883500144388662,0.3306499855611338
202770,-5.632375,-1.25111,0.472,0.16533171121743598,0.306668288782564
202785,0.577241,-10.13225,0.469,0.18961427489781793,0.27938572510218207
202819,-26.210617,14.70219,0.416,0.06419888787711263,0.35180111212288734
202924,-13.273031,-13.00984,0.519,0.07538179040967351,0.4436182095903265
202925,-3.941301,-5.27941,0.477,0.0879534928359391,0.38904650716406086
202928,-3.522202,-5.69356,0.476,-0.006190454081273283,0.48219045408127326
202929,1.483086,-8.32354,0.465,0.0516081752366782,0.4133918247633218
202931,5.957115,-7.47631,0.449,0.07199515233990313,0.3770048476600969
202933,6.971741,-11.67907,0.446,-0.006018563785065961,0.452018563785066
202936,14.20017,-4.24846,0.417,-0.008621816180288492,0.4256218161802885
202938,14.932577,-8.8723,0.413,0.005839318810736954,0.407160681189263
202939,20.23676,5.75825,0.388,0.014016378829534784,0.37398362117046524
202941,20.13797,-5.86848,0.392,-0.034270327210056274,0.4262703272100563
202943,24.062122,-9.80253,0.371,-0.10079143389461151,0.47179143389461153
202945,28.45996,-13.81491,0.342,-0.07468788588069813,0.41668788588069816
202948,-42.7281,17.49237,0.324,0.0927240221831191,0.23127597781688092
202949,-37.375185,20.39163,0.347,-0.0326971167494136,0.3796971167494136
202950,-34.491231,23.33844,0.356,-0.026056394411613087,0.3820563944116131
202951,-30.64041,14.4188,0.402,0.0740306871574368,0.32796931284256325
202952,-26.765399,6.79922,0.446,0.0422760980574646,0.4037239019425354
202953,-25.952124,14.02301,0.419,-0.01528939537178185,0.43428939537178185
203051,-22.774474,8.14886,0.448,0.12178178089565196,0.32621821910434806
203061,-10.346246,8.74647,0.455,0.025459524790014502,0.4295404752099855
203062,-3.741994,12.54237,0.445,-0.0010044775620820716,0.44600447756208206
203063,-2.758465,8.03339,0.45,-0.027829082154089076,0.4778290821540891
203064,-4.255418,10.15086,0.449,-0.036389423021995194,0.4853894230219952
203065,7.419861,8.74647,0.43,0.03542546463096407,0.3945745353690359
203067,7.130806,11.67213,0.428,0.055212912742572375,0.3727870872574276
203073,13.100923,11.47597,0.411,-0.15489029370715326,0.5658902937071533
203074,14.049714,9.26442,0.409,-0.06868424534990679,0.4776842453499068
203075,15.138153,4.14511,0.409,-0.02280659748399383,0.4318065974839938
203076,7.335525,-5.94878,0.443,-0.05495416748971731,0.4979541674897173
203078,15.890501,-3.24324,0.41,-0.057208125838564224,0.4672081258385642
203080,12.569231,-14.46164,0.419,-0.050052562149381294,0.4690525621493813
203084,53.038612,20.33908,0.15,0.18449989570623201,-0.03449989570623202
203085,35.198964,-9.62282,0.315,-0.09835861310249075,0.4133586131024908
203086,-43.554958,8.52585,0.377,0.07794453322173844,0.29905546677826156
203089,-27.582801,5.96789,0.449,-0.03606862987079483,0.48506862987079485
203186,-20.875727,11.30763,0.44,0.1322627568895062,0.3077372431104938
203187,-19.369184,14.73247,0.433,0.010807113483185988,0.422192886516814
203188,-7.11489,-1.25114,0.475,0.01614609793107903,0.45885390206892096
203189,-6.834529,-3.77593,0.48,-0.008786765149088412,0.4887867651490884
203192,-1.861344,4.70459,0.454,0.06824513973966534,0.3857548602603347
203193,-3.274133,6.56905,0.453,0.03873688681211502,0.414263113187885
203194,0.553646,7.6593,0.446,0.11044621185034892,0.3355537881496511
203195,2.99728,6.91211,0.442,0.02963405585617657,0.41236594414382344
203196,5.261103,9.39767,0.434,0.11743917082258427,0.31656082917741574
203197,7.208536,11.88418,0.427,0.028763718113791727,0.39823628188620824
203198,9.173206,11.12997,0.423,0.042687621362288854,0.3803123786377111
203199,5.954119,11.67217,0.43,0.000871668784345066,0.4291283312156549
203200,12.446772,10.15066,0.414,0.07826667227645552,0.3357333277235445
203201,14.407343,14.2365,0.404,0.05258908822022291,0.3514109117797771
203202,14.653188,12.4151,0.405,-0.010365655391533418,0.4153656553915335
203203,11.210601,3.77213,0.423,0.011950795620057266,0.41104920437994275
203205,14.343375,14.12248,0.405,-0.0453492635722347,0.4503492635722347
203208,25.585847,9.69294,0.361,-0.005624782465168669,0.36662478246516866
203209,23.654191,15.10326,0.366,0.01034767358952069,0.3556523264104793
203214,31.025683,-17.68996,0.318,-0.21000651691016922,0.5280065169101692
203219,30.995163,-6.36272,0.34,-0.16467138867354617,0.5046713886735462
203220,-43.050833,74.45097,0.812,-0.3888403412359774,1.2008403412359774
203222,-16.921855,76.77005,1.046,0.1473673747886569,0.8986326252113431
203320,-18.01509,-9.05445,0.518,0.285002435842768,0.232997564157232
203321,-5.872122,-7.16711,0.485,0.2140239872678271,0.27097601273217287
203323,-1.872199,-4.82124,0.471,-0.06958630964559248,0.5405863096455925
203325,0.649759,-5.73757,0.465,0.00574166876144843,0.4592583312385516
203326,4.727097,-6.2028,0.452,-0.014918552692164407,0.4669185526921644
203327,5.8435,-7.86645,0.449,-0.07862541062151444,0.5276254106215145
203328,7.291857,-11.36694,0.444,0.026809840899287108,0.4171901591007129
203329,9.178948,-8.86896,0.437,-0.07901017066390444,0.5160101706639044
203330,10.135812,-10.63275,0.433,-0.06550782771266539,0.4985078277126654
203333,11.974847,-9.42133,0.426,-0.0337841460386999,0.4597841460386999
203335,10.676334,-12.9138,0.429,-0.00688152855665647,0.43588152855665646
203336,14.9479,-13.67844,0.409,0.02119016809059715,0.3878098319094028
203338,16.279385,-10.40904,0.407,0.03142793580845342,0.37557206419154654
203340,10.364636,-17.20791,0.426,-0.12509736708304714,0.5510973670830471
203342,26.094708,-13.84664,0.354,-0.08730413244476228,0.44130413244476224
203344,-41.58091,76.45081,0.886,0.12002210452439073,0.7659778954756092
203346,-46.133693,77.50363,0.863,-0.3748538502180837,1.2378538502180838
203348,-50.36639,70.83804,0.621,-0.14068869137458487,0.7616886913745848
203350,-16.331297,76.77004,1.047,0.32596789127365944,0.7210321087263405
203448,-18.237982,10.78564,0.445,-0.028626276116643753,0.47362627611664376
203449,-5.588857,7.76431,0.454,0.020938638695481612,0.4330613613045184
203450,-3.097649,7.38524,0.452,0.07216353478267946,0.37983646521732056
203451,-1.201874,9.70677,0.446,0.03598974745510432,0.4100102525448957
203452,2.152318,12.01526,0.438,0.06456958672888886,0.37343041327111115
203453,4.603407,10.0008,0.435,0.008832028085766564,0.42616797191423345
203454,8.308947,12.68933,0.424,0.1055342780908415,0.3184657219091585
203456,10.706575,14.24061,0.416,0.05651368595473872,0.35948631404526127
203457,10.814488,13.26639,0.417,-0.019165025778456486,0.43616502577845645
203459,10.98827,16.87412,0.414,0.05515469975067228,0.3588453002493277
203461,15.846607,11.93494,0.401,-0.04066504308847863,0.44166504308847865
203462,16.562887,6.90772,0.402,0.01022999508885397,0.39177000491114605
203599,-34.136527,64.29481,0.665,0.13489625936552982,0.5301037406344702
203600,-34.278309,65.90727,0.696,-0.2793706587738893,0.9753706587738893
203717,12.644229,-11.96748,0.421,-0.052059575203531654,0.47305957520353165
203727,-36.280912,52.61095,0.465,-0.2521224086792529,0.7171224086792529
203845,8.262438,8.53442,0.428,0.13637657830927477,0.2916234216907252
203974,-3.122108,13.57658,0.443,0.09219544605346021,0.3508045539465398
203997,-35.347565,39.37445,0.367,-0.0723735587737783,0.43937355877377826
204000,20.014926,-5.99745,0.393,0.05816512294993846,0.33483487705006154
204119,3.387198,-13.1356,0.46,-0.038953668654717076,0.4989536686547171
204123,9.889884,8.5564,0.423,0.04351945631864256,0.3794805436813574
204251,0.841422,-3.71587,0.462,0.013282023907008255,0.44871797609299174
204260,12.203787,15.01574,0.411,0.0765599241050992,0.33444007589490077
204395,11.700677,-6.76924,0.427,-0.0905684033241575,0.5175684033241574
204396,13.621661,-7.27354,0.419,-0.014877261088794344,0.4338772610887943
204397,7.785678,-12.43344,0.442,0.04142324318986571,0.40057675681013427
204399,13.307204,-14.2566,0.416,-0.06036471963034943,0.47636471963034943
204400,17.821425,-12.58913,0.397,-0.14010892385566842,0.5371089238556684
204401,14.804961,-14.56684,0.409,-0.07622331722039803,0.485223317220398
204404,-41.019456,20.21321,0.324,0.012585853716155084,0.31141414628384495
204406,-39.135465,22.28976,0.329,-0.07799961706867353,0.40699961706867355
204407,-33.296773,16.45512,0.383,-0.041169601179374245,0.42416960117937424
204409,-32.375347,14.59275,0.394,-0.11523760860271065,0.5092376086027106
204411,-33.560046,7.69192,0.424,-0.11459129976283841,0.5385912997628384
204413,-24.331225,12.99291,0.427,-0.018804409794723427,0.4458044097947234
204414,-12.935527,13.07832,0.445,0.005802296206919938,0.4391977037930801
204415,-12.152114,18.36139,0.438,-0.014725346336308707,0.45272534633630873
204513,-14.546828,-12.18965,0.521,0.03530121736195263,0.4856987826380474
204514,-14.724015,20.60777,0.433,0.05004805427124834,0.3829519457287517
204515,-6.898267,-5.93569,0.485,0.09295412128403269,0.3920458787159673
204516,0.274637,-5.42045,0.465,0.041664205519113935,0.4233357944808861
204517,-0.452729,-8.09744,0.471,0.017438744615129204,0.4535612553848708
204520,5.182359,14.69578,0.43,0.07871975004679706,0.35128024995320295
204521,7.216438,11.22004,0.428,-0.018209140832182998,0.446209140832183
204522,11.064282,7.86317,0.42,-0.010921632261050015,0.43092163226105
204527,9.601702,17.71731,0.418,0.04894442459423737,0.3690555754057626
204528,11.486132,17.33821,0.413,0.04836865148077766,0.3646313485192223
204529,14.430963,13.72738,0.405,-0.04428772234654114,0.4492877223465412
204608,-19.810651,23.13413,0.421,-0.0712149974811432,0.49221499748114317
204609,-10.113401,17.38325,0.441,0.116256740484686,0.324743259515314
204610,-6.216092,6.00889,0.458,0.030618404571921654,0.42738159542807835
204612,-2.019288,6.64807,0.451,0.016613807356007787,0.43438619264399225
204614,-3.236388,10.99105,0.446,-0.009536562946998575,0.45553656294699857
204620,0.313569,-5.5475,0.465,-0.07209146946406993,0.5370914694640699
204621,5.046864,-8.12251,0.452,0.12723672754738066,0.3247632724526194
204622,11.042033,-11.48517,0.429,-0.062048630742073924,0.49104863074207394
204711,-1.761289,14.44276,0.441,-0.05254496587201411,0.49354496587201413
204712,7.608601,6.70798,0.431,0.0908581386387301,0.3401418613612699
204713,7.50697,-7.93753,0.443,0.03190032398585389,0.4110996760141461
204714,10.311196,-10.04548,0.432,0.04044706118768299,0.391552938812317
204715,11.730322,-9.71143,0.427,-0.05049302342019341,0.4774930234201934
204716,13.128822,-11.48526,0.42,-0.06365689277436119,0.4836568927743612
204717,11.697261,-11.053,0.426,0.028131967926304725,0.39786803207369525
204719,10.646023,13.72753,0.417,-0.03572425253393596,0.45272425253393594
204720,14.82293,17.67421,0.402,0.061806555527175455,0.34019344447282457
204721,15.155331,17.80422,0.4,-0.0954930059096973,0.4954930059096973
204722,12.527547,15.4598,0.41,0.052709865975740185,0.3572901340242598
204723,20.82394,22.82298,0.376,-0.04526251375723869,0.42126251375723867
204724,17.574606,-12.35299,0.399,-0.06801310370180674,0.46701310370180676
205760,-7.806439,31.74689,0.453,0.05628578279502848,0.3967142172049715
205765,14.552102,31.21472,0.412,0.08973152913553459,0.3222684708644654
205766,22.543735,31.28949,0.373,-0.1272159016143235,0.5002159016143235
205767,20.055314,30.57345,0.385,-0.16224437457465088,0.5472443745746509
205768,18.333208,30.74052,0.394,-0.21764293264063592,0.611642932640636
205769,14.689083,31.38174,0.412,-0.1239910252402513,0.5359910252402513
205770,23.308438,30.79136,0.368,-0.1031795766197587,0.4711795766197587
205772,24.202901,30.7853,0.362,-0.15302194589900756,0.5150219458990075
205773,20.546425,30.88748,0.383,-0.08011503071063598,0.463115030710636
205779,36.774213,27.05184,0.275,-0.17788518559360864,0.4528851855936087
205781,-39.575373,40.30929,0.335,0.019767255727619216,0.3152327442723808
205783,-31.936662,44.65259,0.425,0.047432581735403316,0.37756741826459667
205784,-27.189535,37.93857,0.416,0.020522933376364672,0.3954770666236353
205787,-17.156991,28.6862,0.431,-0.04138735756290989,0.4723873575629099
205788,-17.966151,23.26522,0.426,-0.0974613727157439,0.5234613727157439
205789,-14.586302,17.66924,0.436,0.08102835473480209,0.3549716452651979
205791,-14.906966,16.9391,0.437,-0.09217900773705172,0.5291790077370517
205792,-11.552968,3.52013,0.468,-0.045580884744230644,0.5135808847442307
205892,-43.957889,26.56813,0.281,-0.09112153583717196,0.372121535837172
205893,-42.400142,23.18171,0.303,-0.05816373170846171,0.3611637317084617
205894,-39.61864,20.03527,0.334,0.04796330872278186,0.28603669127721815
205895,-34.513478,26.37702,0.352,-0.004486874637152218,0.3564868746371522
205896,-33.403342,22.73637,0.364,-0.0379248350517219,0.4019248350517219
205897,-31.38137,25.45706,0.371,-0.05210510715372624,0.42310510715372623
205898,-26.058173,19.6622,0.404,-0.0031661873039903806,0.4071661873039904
205899,-23.395707,16.5537,0.42,0.110419465888142,0.309580534111858
205900,-20.874306,13.44415,0.434,-0.09897146160664866,0.5329714616066487
205901,-16.508704,22.40407,0.429,-0.044464109706573,0.473464109706573
205902,-13.475612,19.31356,0.436,0.110987264512806,0.325012735487194
205903,-9.371615,25.14265,0.44,0.07882530662199123,0.3611746933780088
205904,-2.264665,28.22209,0.445,-0.021936072308910256,0.46693607230891027
205905,0.474792,16.17909,0.437,-0.039382221348767635,0.4763822213487676
205906,3.06826,13.05147,0.435,0.06007665006947958,0.3749233499305204
205907,6.711171,9.92476,0.43,0.06599676013667785,0.36400323986332217
205908,10.794358,18.94154,0.415,0.10312504286759597,0.311874957132404
205909,12.091129,12.63925,0.413,0.0115316649279501,0.4014683350720499
205910,17.281222,8.31303,0.398,0.15892508601218083,0.2390749139878192
205911,17.444425,6.1315,0.399,-0.018788070954589942,0.41778807095459
205912,23.132559,10.96441,0.372,-0.05459003540619284,0.42659003540619284
205913,24.021513,8.70075,0.369,-0.19013015661791074,0.5591301566179108
205914,25.429546,-7.2775,0.367,0.03510556921202203,0.331894430787978
205915,30.071066,-10.41052,0.341,-0.03310446637224947,0.3741044663722495
205916,28.184089,-12.82233,0.346,-0.013501189587271324,0.3595011895872713
205918,16.479058,-9.60767,0.406,-0.08840890966652698,0.494408909666527
205920,-22.390995,34.66313,0.427,0.029133373661732957,0.397866626338267
205921,-20.864453,28.30603,0.419,0.12332183873523028,0.2956781612647697
205925,1.62149,31.98203,0.45,0.017294310914042384,0.43270568908595763
205926,1.199247,20.6389,0.435,-0.01222726292074286,0.4472272629207429
205927,0.755611,26.11479,0.44,-0.09515065808353497,0.535150658083535
205984,36.89491,67.0863,0.424,0.04116616227039039,0.3828338377296096
205985,56.932279,53.63277,0.008,-0.06839451712489156,0.07639451712489156
205986,64.299174,47.87824,-0.113,0.09261014591006847,-0.2056101459100685
205993,-44.61305,-3.47067,0.479,0.23611818143516594,0.24288181856483404
205995,-35.220935,5.92828,0.429,0.012776931210729455,0.4162230687892705
205997,-23.425004,13.88514,0.427,0.05604455421526842,0.37095544578473155
205999,-13.564046,19.63664,0.436,0.05842906907571725,0.37757093092428273
206000,-7.453833,23.56238,0.44,0.05814037655199578,0.3818596234480042
206001,-9.073618,2.814,0.468,-0.12054680589909038,0.5885468058990904
206002,-5.767858,-16.65433,0.499,0.07908185735709665,0.41991814264290334
206008,22.511006,-0.32873,0.382,-0.16639545040320225,0.5483954504032023
206010,27.525497,-0.91844,0.359,-0.00502970983182083,0.3640297098318208
206011,28.797497,-1.54073,0.352,-0.04657447091515593,0.3985744709151559
206012,30.576426,-12.82772,0.334,-0.11577059883951843,0.4497705988395184
206014,56.218029,27.95437,0.087,0.185410950397854,-0.098410950397854
206016,26.114729,-5.40879,0.365,-0.14079960427512922,0.5057996042751292
206017,3.61712,56.63276,0.621,0.13280918415007292,0.4881908158499271
206020,1.627491,17.24229,0.435,-0.18970456405629493,0.6247045640562949
206166,6.883834,28.18024,0.432,-0.0030988618166225648,0.43509886181662255
206167,15.911806,25.83071,0.399,0.09201843653183804,0.30698156346816197
206168,19.187572,19.79149,0.384,-0.013235695496593813,0.3972356954965938
206169,24.917026,16.8246,0.358,-0.08593185129616006,0.44393185129616003
206170,28.679539,22.86062,0.334,-0.03678249234266029,0.3707824923426603
206171,34.483363,14.01121,0.308,-0.01550549946989283,0.3235054994698928
206172,31.437255,25.46698,0.315,-0.029602491546840925,0.3446024915468409
206173,45.734459,20.09522,0.215,-0.0976709612372633,0.3126709612372633
206175,56.66091,11.20775,0.154,0.31468504298044564,-0.16068504298044564
206176,-15.446293,-16.42964,0.536,-0.03884953072386799,0.574849530723868
206178,-12.199429,2.22176,0.472,-0.013278705573451524,0.4852787055734515
206179,-7.493832,-16.72543,0.506,-0.5242131255863447,1.0302131255863447
206180,-2.229135,-6.56886,0.474,0.007577605241070298,0.46642239475892966
206181,3.851811,-12.35227,0.458,0.024894970558565935,0.4331050294414341
206182,7.936039,-9.63722,0.442,-0.07609698781509792,0.5180969878150979
206183,13.019593,-4.01631,0.422,0.020384446683660268,0.4016155533163397
206184,16.165731,-9.8778,0.408,0.05376705144846293,0.35423294855153703
206185,19.344655,-4.07773,0.396,-0.016966496029578858,0.41296649602957886
206189,-27.938407,47.80638,0.478,-0.27723597071662687,0.7552359707166268
206190,-26.283858,42.03732,0.443,-0.2573659185678972,0.7003659185678972
206191,-35.811804,31.93004,0.343,-0.0504421157636984,0.3934421157636984
206192,-30.556031,14.54986,0.402,0.04268158830850018,0.35931841169149986
206194,-27.404094,12.60167,0.42,-0.08861492324518401,0.508614923245184
206195,-24.980535,10.79237,0.433,-0.04319399557209192,0.4761939955720919
206197,-26.530952,11.63749,0.426,-0.10225372388798881,0.5282537238879887
206198,-24.978977,12.03768,0.429,-0.03909995172522422,0.46809995172522423
206319,-59.997197,50.46912,0.138,-0.040855538854632126,0.17885553885463212
206322,-46.747104,55.08365,0.381,-0.13336054202704128,0.5143605420270413
206323,-38.968342,57.97291,0.51,0.0005533258295912266,0.5094466741704088
206324,-40.512048,65.16855,0.621,-0.18107722655644748,0.8020772265564475
206325,-38.093401,52.27771,0.444,0.004007882547066153,0.4399921174529339
206326,-48.439519,50.92059,0.313,-0.08842015968773091,0.4014201596877309
206327,-44.642823,45.18684,0.311,0.01206475424464493,0.2989352457553551
206328,-38.615563,57.28476,0.504,-0.12375245587846462,0.6277524558784646
206329,-38.178655,48.2569,0.402,-0.0781658143851875,0.4801658143851875
206330,-34.749592,38.44325,0.368,-0.009111917143719487,0.3771119171437195
206331,-31.073066,35.00283,0.382,0.01774025573921834,0.36425974426078167
206332,-27.816482,42.50034,0.437,0.0012041120429411912,0.4357958879570588
206333,-23.750982,54.68593,0.579,0.037274926040823456,0.5417250739591765
206334,-24.015883,52.02335,0.544,-0.10686507236095176,0.6508650723609518
206335,-21.539818,38.80288,0.448,0.10464955408555751,0.3433504459144425
206343,-12.943007,30.85966,0.445,0.18017028816107766,0.26482971183892234
206831,-46.258883,65.20002,0.553,-0.19287676406761312,0.7458767640676132
206833,-47.098587,55.57376,0.383,-0.05942602505209828,0.44242602505209827
206834,-39.121792,48.73698,0.397,-0.11896936297578524,0.5159693629757852
206835,-33.143693,38.68242,0.381,0.035506776075939744,0.34549322392406023
206836,-40.620601,66.89304,0.655,-0.1360644818687004,0.7910644818687005
206838,-35.24368,61.93216,0.611,-0.02480452522537316,0.6358045252253731
206840,-29.997607,24.22692,0.38,0.0015948111816021147,0.3784051888183979
206841,-25.986033,16.58359,0.412,-0.10562470319618042,0.5176247031961804
206842,-22.639146,11.99576,0.434,-0.10050202500207504,0.534502025002075
206845,-10.122058,20.66186,0.439,0.03469420557994083,0.40430579442005915
206846,-10.19213,14.09661,0.445,0.10807139460918141,0.3369286053908186
206847,-12.930963,19.65963,0.436,-0.15707199753490925,0.5930719975349092
206848,-12.548848,15.89292,0.441,-0.05556251620636183,0.4965625162063618
207661,4.782589,-4.64722,0.451,0.2252240349478809,0.2257759650521191
207662,5.608647,-7.42826,0.45,0.08338679175757475,0.36661320824242527
207663,10.067433,-5.20662,0.433,0.07079751178667609,0.3622024882133239
207665,9.664305,-10.43065,0.435,-0.025639926239768816,0.4606399262397688
207667,19.675815,-13.74289,0.387,0.04185239368670725,0.3451476063132928
207669,26.845971,14.24592,0.351,0.09373361719334655,0.2572663828066534
207670,32.488494,17.1091,0.316,0.11806162740026518,0.19793837259973482
207671,17.97467,-12.82625,0.396,-0.2695704732228622,0.6655704732228622
207672,-39.083233,66.18295,0.656,-0.26023155647811286,0.9162315564781129
207673,-33.318551,70.83785,0.815,-0.2731582219021421,1.088158221902142
207676,-32.916889,71.63315,0.838,-0.2416340509808067,1.0796340509808067
207678,-29.356336,68.74644,0.795,-0.28885549984180964,1.0838554998418097
207680,-23.571991,71.82181,0.899,-0.3123698931664204,1.2113698931664203
207831,-0.748968,-10.89958,0.475,-0.03048906843273325,0.5054890684327332
207834,9.412141,3.24805,0.429,-0.042547868079013305,0.4715478680790133
207835,2.248683,-5.20639,0.459,0.10104534896198548,0.35795465103801455
207836,12.504063,-9.84151,0.423,-0.0720161534808271,0.49501615348082706
207837,11.882652,-11.06601,0.425,-0.07648076873859501,0.501480768738595
207838,9.858541,-10.43058,0.434,-0.0412072352237543,0.4752072352237543
207840,18.333869,-12.99032,0.394,-0.04838416242998972,0.44238416242998974
207841,12.429611,-13.77223,0.421,-0.038609884766513586,0.45960988476651354
207842,12.691451,-16.96287,0.415,0.09884695670014247,0.3161530432998575
207846,28.689193,-11.66674,0.346,0.0631946119308316,0.2828053880691684
207847,19.397588,-12.82631,0.389,-0.15407445219773172,0.5430744521977318
207850,-32.812953,58.77144,0.579,-0.12412378450678607,0.703123784506786
207851,-42.868613,68.5873,0.667,-0.3282202508320167,0.9952202508320167
207852,-33.790257,64.01177,0.662,-0.09543836729936422,0.7574383672993643
207853,-34.763007,63.61659,0.646,-0.14524781482724494,0.7912478148272449
207855,-25.745787,76.12331,1.002,-0.10264048487844467,1.1046404848784446
207856,-27.950901,64.0101,0.705,-0.26082523330705215,0.9658252333070521
207857,-28.21562,71.8215,0.875,-0.4028145394860193,1.2778145394860192
207858,-22.758523,64.66953,0.745,0.05374218065264801,0.691257819347352
207860,-20.613897,67.03933,0.801,0.008400605541504846,0.7925993944584953
207861,-18.033249,70.3395,0.881,-0.09422010735486107,0.9752201073548611
207862,-17.517516,65.84502,0.786,-0.21620318545077136,1.0022031854507714
207863,4.414146,65.6332,0.75,0.3934020526285315,0.3565979473714685
207864,14.580607,65.77608,0.682,0.14856368684815785,0.5334363131518423
208018,16.378112,-8.8723,0.407,0.02307056251304342,0.38392943748695657
208019,16.351434,-14.4549,0.401,0.02741812823419729,0.3735818717658027
208020,15.511768,-13.14315,0.407,-0.1190171283539703,0.5260171283539703
208021,17.571822,-11.33849,0.4,-0.0855129644043706,0.48551296440437064
208025,23.965069,-17.52825,0.356,-0.14932513326693833,0.5053251332669383
208029,-34.402203,37.29107,0.366,-0.16515190569075422,0.5311519056907542
208034,-21.620758,40.3812,0.456,-0.32806258865931076,0.7840625886593108
208035,-34.850623,53.68426,0.49,-0.4116470141177654,0.9016470141177654
208073,-5.244372,56.96584,0.646,-0.20358307849772062,0.8495830784977206
208074,-15.223223,63.25534,0.742,-0.25862574964561386,1.000625749645614
208077,-2.859664,60.40471,0.692,0.15641721341017162,0.5355827865898284
208204,1.201824,-9.71108,0.467,-0.30403150509889676,0.7710315050988967
208205,9.628989,-9.86739,0.435,0.0336383025809858,0.4013616974190142
208206,12.75222,-10.1857,0.422,-0.07732471158945083,0.4993247115894508
208207,12.645912,-10.4218,0.423,0.03371773561279542,0.3892822643872046
208209,5.931438,-13.74193,0.449,0.10680618562868283,0.3421938143713172
208210,13.50015,-16.12454,0.412,0.14356402748405475,0.2684359725159452
208211,14.43138,-16.86498,0.406,-0.08505566886412244,0.49105566886412244
208212,16.769488,-17.43644,0.393,-0.10172551674532258,0.4947255167453226
208213,16.561219,-17.47147,0.394,-0.16444535664145948,0.5584453566414596
208214,13.099674,-11.33818,0.42,0.06922495720637528,0.3507750427936247
208215,13.039448,-10.90402,0.42,-0.12251365412179013,0.5425136541217901
208216,12.798695,-16.5367,0.415,-0.057503688656412984,0.47250368865641296
208217,-38.810691,38.39595,0.334,-0.06858735977226417,0.4025873597722642
208218,-27.62022,41.85923,0.434,-0.2556509896261989,0.6896509896261989
208219,-33.980619,34.29254,0.36,-0.13231661692182628,0.49231661692182627
208220,-37.359453,26.42383,0.333,-0.17411607564208806,0.507116075642088
208222,-15.689228,37.29177,0.461,-0.03874267713137037,0.4997426771313704
208223,-19.613919,45.85326,0.503,-0.3146271359041624,0.8176271359041625
208224,-12.648148,45.2313,0.517,0.030570791417881594,0.4864292085821184
208225,-29.486763,58.19254,0.594,-0.1121150320816426,0.7061150320816426
208226,-31.872898,64.00985,0.677,-0.3236870162535149,1.000687016253515
208227,-29.359797,68.74635,0.795,-0.35104224636551973,1.1460422463655198
208228,-25.569606,58.44875,0.623,-0.009000126993300495,0.6320001269933004
208229,-26.092309,53.74666,0.554,-0.22870336209094966,0.7827033620909497
208230,-22.261364,50.50111,0.536,0.08074477215400794,0.4552552278459921
208231,-26.317367,63.25491,0.7,-0.2738113156131058,0.9738113156131057
208232,-20.52324,50.44414,0.543,0.007057269094746633,0.5359427309052534
208233,-19.996113,52.60661,0.569,-0.1759396702355657,0.7449396702355656
208234,-20.810639,65.84489,0.776,-0.3372681881893464,1.1132681881893465
208235,-14.827126,57.72289,0.652,0.10936741641642274,0.5426325835835772
208238,-10.514944,54.26617,0.612,-0.12758560656256307,0.739585606562563
208360,-6.980703,-8.32362,0.491,0.1670605592528138,0.32393944074718617
208361,-4.775184,-11.36681,0.489,-0.17467312851107084,0.6636731285110709
208362,0.937624,-10.99963,0.469,0.1040430876342698,0.3649569123657302
208364,8.546179,-8.44578,0.44,-0.0013451434679424624,0.44134514346794246
208367,11.140059,10.45478,0.418,-0.004361209771725817,0.4223612097717258
208368,13.152769,11.86503,0.41,-0.0527095771396671,0.4627095771396671
208369,12.87006,15.9059,0.409,-0.11314461598620777,0.5221446159862078
208370,11.971225,14.2966,0.413,-0.04021055781015057,0.45321055781015057
208371,11.879277,13.86151,0.413,-0.08234920803430869,0.49534920803430865
208372,13.62881,16.55401,0.406,0.04797783919111245,0.3580221608088876
208373,14.549327,16.17892,0.403,-0.10510432651886192,0.508104326518862
208374,14.962348,13.94844,0.403,0.13024103660482544,0.2727589633951746
208375,12.854535,18.22835,0.408,0.020183029857120664,0.3878169701428793
208376,17.474263,27.95807,0.395,-0.14306918743210728,0.5380691874321073
208377,19.784422,12.57294,0.385,-0.06004346182259578,0.4450434618225958
208378,21.998202,-13.68302,0.375,-0.22035966853125014,0.5953596685312501
208379,18.395535,-14.76419,0.391,-0.10283336464605349,0.4938333646460535
208380,19.403461,-17.54472,0.38,-0.12579590817644667,0.5057959081764467
208381,-40.197213,22.89077,0.32,-0.11439360022322219,0.4343936002232222
208383,-38.176084,17.66892,0.352,-0.08505735304554653,0.4370573530455465
208384,-35.881502,20.16373,0.356,-0.030071496910060908,0.3860714969100609
208385,-34.082273,16.37603,0.379,-0.02858199756974112,0.4075819975697411
208388,-19.003956,18.66729,0.427,0.05416939984698232,0.37283060015301767
208389,-28.466471,24.45906,0.387,-0.15794527271236844,0.5449452727123685
208390,-25.266949,28.83599,0.402,-0.14459116614112302,0.546591166141123
208391,-22.764633,31.55856,0.417,-0.13161808817854082,0.5486180881785407
208392,-21.140099,34.23109,0.431,-0.09227101629534956,0.5232710162953496
208393,-22.128615,39.465,0.449,-0.25104270943938956,0.7000427094393895
