EXPID,X,Y,rot_rate_model,rot_rate_measured,C
269288,10.172903,-18.47056,0.425,0.15354346116701606,0.27145653883298393
269289,14.111515,-22.25792,0.394,-0.2651057423364405,0.6591057423364406
269290,14.958683,-20.84615,0.394,-0.16511621640867535,0.5591162164086754
269291,15.789056,-23.07844,0.382,-0.2599684553251084,0.6419684553251084
269293,17.00433,-18.34187,0.39,-0.17499679379675043,0.5649967937967504
269294,24.911207,-21.19408,0.338,-0.41093957415952576,0.7489395741595257
269296,-59.861442,55.12284,0.185,-0.10813131679718846,0.29313131679718846
269298,-48.809149,70.48314,0.634,-0.3301026040061518,0.9641026040061518
269300,-43.063986,51.48423,0.383,-0.017555774972576408,0.40055577497257644
269301,-37.265592,58.73225,0.538,-0.17393519920304348,0.7119351992030435
269303,-33.574714,54.09042,0.506,-0.1967955288190595,0.7027955288190595
269304,-29.789406,56.91924,0.573,-0.13142906812186345,0.7044290681218635
269305,-26.692661,59.9641,0.64,-0.14991524398320458,0.7899152439832046
269306,-24.205597,56.96547,0.607,-0.1594561623692187,0.7664561623692187
269307,-22.833163,60.28933,0.666,-0.10345598750801539,0.7694559875080155
269308,-21.725772,58.28887,0.639,-0.13096466289750805,0.7699646628975081
269309,-21.679629,57.49868,0.627,-0.11458451318368199,0.741584513183682
269310,-16.294425,65.36694,0.779,0.13116090375390901,0.647839096246091
269311,-17.017828,63.84247,0.748,-0.04751737634312372,0.7955173763431237
269312,-15.650188,58.64311,0.664,-0.07437453462315331,0.7383745346231534
269313,-3.689942,57.58599,0.653,0.13404857004481613,0.5189514299551838
269314,-6.556787,55.73253,0.631,-0.14275295271634203,0.773752952716342
269315,-30.451145,74.70629,0.936,-0.13162740159314792,1.067627401593148
269420,0.742169,-1.99432,0.46,0.1855106098941519,0.2744893901058481
269421,-0.741846,-2.40944,0.464,-0.019695764508506925,0.48369576450850693
269422,38.737214,23.58894,0.264,-0.044450635606656,0.30845063560665603
269423,49.650505,22.34417,0.175,0.11829246936860922,0.056707530631390765
269430,16.414698,-19.77764,0.389,-0.3540851111234946,0.7430851111234946
269432,-70.651501,59.07368,0.024,0.27172693659027963,-0.24772693659027964
269434,-67.644492,56.00967,0.049,-0.005875725071825824,0.05487572507182582
269435,-63.76518,52.36669,0.087,-0.03281652274444782,0.11981652274444782
269436,-56.4147,61.59286,0.335,-0.03898640002091523,0.37398640002091527
269437,-52.605184,73.64532,0.658,-0.16248035404945693,0.820480354049457
269438,-46.004332,64.81494,0.548,0.039418368187889116,0.5085816318121109
269439,-41.94555,48.57069,0.367,-0.02550406288698968,0.3925040628869897
269440,-37.124237,44.43426,0.381,-0.07510434486762003,0.45610434486762
269441,-31.240723,39.55466,0.398,0.02292604119841869,0.37507395880158134
269444,-31.322133,45.45377,0.435,-0.08214738771089446,0.5171473877108944
269445,-28.535399,48.24143,0.478,-0.08655525805218033,0.5645552580521803
269446,-26.815311,50.62697,0.513,-0.1837145466062731,0.6967145466062731
269447,-23.225,47.47447,0.501,-0.0903001808261124,0.5913001808261124
269448,-21.710384,51.06824,0.544,0.03178086420954433,0.5122191357904557
269449,-22.315902,50.4691,0.535,-0.10977969059459819,0.6447796905945982
269450,-20.734279,52.49858,0.565,-0.12293516193089114,0.6879351619308911
269451,-19.566903,54.26599,0.591,0.07151063486771012,0.5194893651322898
269452,-18.651605,52.43861,0.572,-0.06609927593223483,0.6380992759322348
269453,-13.418491,55.76446,0.627,0.07492772047387294,0.552072279526127
269454,-12.948843,52.39373,0.586,-0.145475474391495,0.731475474391495
269457,-2.896264,52.39382,0.588,-0.006926966758649868,0.5949269667586499
269565,8.995499,-3.57497,0.436,0.13672762817258674,0.2992723718274133
269876,2.028116,-7.52722,0.462,0.2786623349577361,0.1833376650422639
269878,45.325145,15.42016,0.231,-0.05612449614816487,0.2871244961481649
269890,-61.999648,67.92647,0.355,0.09359670733287206,0.2614032926671279
269892,-53.711713,57.02926,0.309,-0.029317571694022066,0.33831757169402205
269893,-48.727262,52.32187,0.323,-0.08158306308846715,0.40458306308846714
269894,-42.051309,34.0209,0.294,0.02747320603941598,0.266526793960584
269895,-38.282903,30.36056,0.323,-0.0301707574631937,0.3531707574631937
269896,-34.323231,33.19934,0.356,-0.08455420645098148,0.4405542064509815
269897,-30.85402,28.47066,0.373,-0.03620462681561133,0.4092046268156113
269898,-29.968905,32.16338,0.382,-0.13586469152638736,0.5178646915263874
269899,-28.351768,31.69838,0.39,-0.10504437277277577,0.4950443727727758
269900,-25.329547,34.23996,0.412,-0.08616639814240327,0.49816639814240327
269901,-20.271572,26.22068,0.419,0.009812445172182903,0.4091875548278171
269902,-18.669604,27.675,0.425,-0.013407540464120848,0.43840754046412084
269905,-16.532812,64.56969,0.763,-0.2329537987248341,0.9959537987248341
269906,-15.681097,36.8017,0.458,-0.15561437395771877,0.6136143739577188
269907,-14.691509,37.11378,0.462,0.07923816969489877,0.38276183030510125
269908,-12.184573,38.36709,0.473,-0.00783539815085452,0.4808353981508545
269909,-11.617081,41.60566,0.493,-0.040093586922754824,0.5330935869227548
269910,-3.194336,41.64981,0.497,0.18791010858057686,0.3090898914194231
270014,1.236976,3.67431,0.45,-0.07022004241668668,0.5202200424166867
270061,-35.893052,76.07237,0.932,-0.6605048249847483,1.5925048249847484
270065,-25.607012,54.51183,0.566,-0.16618679984007886,0.7321867998400788
270066,-26.25259,48.50354,0.495,-0.18814640511498854,0.6831464051149885
270067,-22.077637,43.77078,0.476,-0.11969301376879199,0.5956930137687919
270068,-21.091903,51.3523,0.55,-0.07993589259919211,0.6299358925991921
270069,-17.351545,55.40428,0.613,0.15741948902284514,0.45558051097715485
270070,-13.142575,59.96148,0.689,0.22979636991300986,0.45920363008699006
270071,-13.854751,55.25633,0.62,-0.04237085404519121,0.6623708540451912
270076,2.208763,43.49914,0.502,0.05263219137768644,0.44936780862231357
270187,8.255925,6.73099,0.429,0.2747009150224138,0.1542990849775862
270188,12.438206,9.84763,0.414,0.28945591133218124,0.12454408866781874
270195,32.405756,5.66623,0.33,-0.14977018533593073,0.47977018533593074
270196,38.226989,8.79045,0.293,-0.0918516219952796,0.38485162199527956
270197,42.910931,20.81997,0.236,0.13331573554161055,0.10268426445838943
270214,-31.549283,33.57758,0.375,-0.05068920710437853,0.4256892071043785
270215,-29.328314,36.24815,0.397,0.11541207550506227,0.28158792449493775
270216,-30.050544,38.85657,0.403,-0.12501276523016924,0.5280127652301693
270217,-24.64684,35.22417,0.419,0.09297838934841485,0.32602161065158514
270269,-11.790683,22.79121,0.437,0.0763718407535993,0.3606281592464007
270273,-6.215839,15.98304,0.443,-0.0009551110079875994,0.4439551110079876
270385,10.44903,3.04299,0.426,-0.0737924511315578,0.4997924511315578
270386,6.892668,2.0658,0.438,0.01632217142060575,0.42167782857939423
270387,9.473167,-7.29736,0.436,-0.018338587397877453,0.45433858739787747
270389,11.025437,3.61512,0.424,0.04261637304940697,0.381383626950593
270391,21.245864,20.82165,0.375,-0.07009895310343867,0.44509895310343867
270392,23.957223,11.93558,0.367,-0.12633900780812402,0.493339007808124
270400,-40.159775,23.38499,0.319,-0.09206514168890347,0.41106514168890346
270401,-34.681241,20.33065,0.362,-0.02686229304558588,0.3888622930455859
270402,-32.076646,37.58825,0.384,-0.1367743216198109,0.5207743216198109
270403,-42.497561,50.62914,0.38,-0.20005986589276414,0.5800598658927641
270405,-35.953248,40.59163,0.368,-0.08273956061004538,0.4507395606100454
270406,-38.110263,35.22347,0.331,-0.08124580797560202,0.41224580797560206
270407,-24.970389,28.798,0.403,-0.021729881861688647,0.4247298818616887
270408,-30.664498,32.31338,0.378,-0.09485383840896534,0.47285383840896533
270409,-26.130871,34.82302,0.41,-0.09540331791187132,0.5054033179118713
270410,-21.469106,27.0498,0.416,-0.12139113995944122,0.5373911399594412
270412,-21.148715,27.32187,0.417,-0.11279598767533335,0.5297959876753333
270416,-2.972043,46.1486,0.529,-0.26162292779222013,0.7906229277922201
270417,-15.59491,31.70978,0.441,0.12196971669666028,0.3190302833033397
270418,-13.724364,28.3812,0.438,0.028030685894746672,0.40996931410525334
270419,-16.099874,41.60553,0.483,-0.07235417039485095,0.5553541703948509
270424,-6.308246,21.32899,0.44,-0.07650012723498792,0.516500127234988
270425,-7.954824,23.22432,0.44,-0.004928470009552097,0.4449284700095521
270527,5.71397,-4.95234,0.448,-0.06980852121854052,0.5178085212185405
270528,3.881023,-3.00066,0.452,-0.0552450014854548,0.5072450014854548
270529,6.13466,2.61698,0.44,0.09143588779768011,0.34856411220231986
270541,28.366863,-18.69719,0.329,-0.05289081555025876,0.3818908155502588
270542,-37.764256,31.83877,0.328,-0.11457432231057973,0.44257432231057975
270543,-44.686379,60.91915,0.493,-0.36739600198055583,0.8603960019805559
270545,-34.859801,55.71271,0.516,-0.021343828391071504,0.5373438283910715
270547,-33.181572,48.19721,0.444,-0.08098332266290316,0.5249833226629032
270548,-30.030882,33.86369,0.385,-0.004232616996559407,0.3892326169965594
270549,-29.509796,40.35091,0.414,-0.14240974996015213,0.5564097499601521
270550,-27.160504,38.00458,0.416,-0.10446080267052513,0.5204608026705251
270551,-31.38759,27.32135,0.37,0.005575380683563723,0.36442461931643627
270552,-22.233826,29.51023,0.416,0.09439124399515604,0.32160875600484395
270553,-18.33195,31.84875,0.434,0.05549403502643588,0.37850596497356415
270554,-16.474183,31.83279,0.439,-0.004239949702891159,0.44323994970289116
270555,-14.782367,27.9101,0.435,0.17887923945406262,0.25612076054593735
270557,-13.901871,21.1269,0.434,-0.07041704373542125,0.5044170437354213
270558,-12.525528,21.78604,0.436,-0.07977646346804997,0.51577646346805
270559,-10.197835,17.1082,0.441,0.004374407775871808,0.4366255922241282
270560,-8.927051,14.56372,0.444,-0.0837092013512745,0.5277092013512745
270561,-4.620655,25.78674,0.443,0.029711191428891476,0.4132888085711085
270562,-6.978912,29.3314,0.448,0.02414087418902951,0.4238591258109705
270689,-40.708962,26.39558,0.308,-0.01133955175564474,0.3193395517556447
270690,-37.302364,29.40443,0.331,-0.11477698791366962,0.44577698791366965
270691,-32.913516,20.74799,0.371,0.03523985205777029,0.3357601479422297
270692,-28.747844,34.8779,0.396,-0.09126696183657557,0.4872669618365756
270694,-34.148553,53.6843,0.496,-0.15805537992777718,0.6540553799277772
270701,-14.978694,56.71165,0.637,-0.08957392785110292,0.726573927851103
270702,-13.072811,50.64736,0.566,-0.16834250469760792,0.7343425046976079
270703,-13.588559,50.62733,0.565,-0.31417593489803547,0.8791759348980355
270704,-10.945561,32.61802,0.452,0.031050996394626048,0.42094900360537396
270705,-10.378202,35.22952,0.462,-0.06155675317300819,0.5235567531730082
270706,-9.110445,38.34813,0.477,-0.3973868090956021,0.8743868090956021
270707,-10.791308,41.65968,0.494,0.07488447560677754,0.41911552439322247
270708,-19.219133,34.00112,0.437,0.02931219505074913,0.4076878049492509
270710,-14.171235,23.40031,0.433,0.12152485762589892,0.31147514237410107
270711,-11.716514,27.20401,0.44,0.07417131145036486,0.36582868854963513
270712,-19.591859,14.56341,0.433,0.0280341336900882,0.40496586630991177
270713,-14.50556,22.11407,0.433,0.03885596935817542,0.39414403064182457
270714,-12.168518,18.92352,0.438,0.005455903419245179,0.4325440965807548
270715,-11.415329,19.85168,0.438,-0.0944755805125727,0.5324755805125727
270717,1.857218,24.55454,0.437,-0.11055888982238393,0.547558889822384
270826,3.28906,5.57278,0.443,0.08873317827125204,0.35426682172874796
270827,3.634351,8.1194,0.439,0.026457696977076332,0.41254230302292366
270837,-65.997472,72.82459,0.388,0.1597107945142802,0.22828920548571982
270838,-61.275881,67.29539,0.355,0.09760138512137456,0.2573986148786254
270839,-55.786914,62.03303,0.353,0.0055477245398632006,0.3474522754601368
270840,-48.771567,43.92215,0.254,0.0014094904859674917,0.2525905095140325
270841,-47.225795,48.19608,0.303,-0.039362209005806184,0.34236220900580616
270842,-42.766546,32.02844,0.286,-0.04119250182395472,0.3271925018239547
270843,-39.317485,36.57159,0.324,-0.13121103754162372,0.45521103754162373
270844,-33.850152,55.38363,0.52,-0.250893678103878,0.770893678103878
270845,-34.056244,51.06571,0.466,-0.11388733445307062,0.5798873344530706
270846,-30.187154,40.7359,0.411,-0.1083160279609429,0.5193160279609429
270847,-28.870371,43.43647,0.437,0.012447148219355088,0.4245528517806449
270848,-28.038328,46.38406,0.465,-0.3179578510313956,0.7829578510313957
270849,-26.858827,43.04047,0.446,-0.1475973881167744,0.5935973881167744
270850,-26.352708,45.97504,0.471,-0.17484185697534235,0.6458418569753424
270851,-23.716998,30.30228,0.411,0.14236806314208503,0.268631936857915
270852,-23.947845,35.08816,0.421,-0.13114068265675352,0.5521406826567535
270853,-22.925537,35.6803,0.428,-0.05705920428036826,0.48505920428036825
270854,-18.256013,39.01903,0.461,0.058370343706188425,0.4026296562938116
270855,-17.893851,41.09641,0.474,-0.16554880447302403,0.639548804473024
270856,-18.125877,39.66814,0.465,-0.08191356116277562,0.5469135611627757
270857,-17.845438,37.94384,0.457,-0.11093558835175195,0.567935588351752
270858,-17.25393,32.62489,0.439,0.041202528330753975,0.397797471669246
270859,-14.37934,24.59651,0.433,0.07847115068912412,0.35452884931087586
270860,-13.929679,27.91911,0.437,-0.17232208531861545,0.6093220853186154
270861,-12.550784,25.79675,0.437,-0.01966936553119815,0.45666936553119813
270862,-16.114657,19.8516,0.431,-0.0772683634295223,0.5082683634295223
270863,-5.279178,-8.45262,0.486,0.012653614216604606,0.4733463857833954
270968,3.622423,-5.5035,0.455,0.029914487210978512,0.4250855127890215
270969,3.262089,-6.10372,0.457,-0.2667091611452719,0.723709161145272
270981,-45.738225,74.19544,0.772,-0.6727878038628542,1.4447878038628543
270983,-59.476994,57.39344,0.22,-0.0385342158380881,0.2585342158380881
270984,-53.961191,63.22553,0.403,0.022262407351240073,0.38073759264875995
270985,-50.67362,54.11896,0.317,-0.0714876215151208,0.3884876215151208
270986,-45.026463,72.19601,0.728,-0.1277431688518574,0.8557431688518574
270987,-43.848915,50.28584,0.362,-0.007446573024000658,0.36944657302400064
270988,-40.768639,42.36158,0.334,0.014585008603270439,0.3194149913967296
270989,-36.80907,36.84783,0.346,-0.07855886499819019,0.4245588649981902
270990,-36.29805,36.61383,0.349,-0.11071294206088875,0.45971294206088875
270991,-31.584397,41.30695,0.405,-0.06462043759105142,0.46962043759105143
270992,-28.197501,33.57771,0.395,0.03475451755370903,0.360245482446291
270993,-28.82648,35.45402,0.397,-0.1024549206649111,0.49945492066491115
270994,-23.554472,39.41494,0.442,-0.08344869333707469,0.5254486933370747
