EXPID,WIYN_FWHM,WIYN_DT_MIN,WIYN_SOURCE,WIYN_UT
348695,1.1,-29.41,Est. from Guider,2026-04-25T02:52:24Z
348973,0.98,20.08,Est. from Guider,2026-04-27T04:02:48Z
348974,0.98,-1.78,Est. from Guider,2026-04-27T04:02:48Z
348975,0.73,10.13,Est. from Guider,2026-04-27T04:38:03Z
348976,0.73,-11.57,Est. from Guider,2026-04-27T04:38:03Z
348978,0.89,18.62,Est. from Guider,2026-04-27T05:52:57Z
348979,0.89,-2.42,Est. from Guider,2026-04-27T05:52:57Z
348980,0.89,-24.37,Est. from Guider,2026-04-27T05:52:57Z
348982,0.79,23.65,Est. from Guider,2026-04-27T07:25:15Z
348983,0.79,2.16,Est. from Guider,2026-04-27T07:25:15Z
348984,3.6,13.89,Est. from Guider,2026-04-27T07:56:33Z
348985,3.6,-5.5,Est. from Guider,2026-04-27T07:56:33Z
348991,0.85,-19.41,Est. from Guider,2026-04-27T08:47:28Z
349116,0.78,-27.88,Est. from Guider,2026-04-28T03:04:26Z
349118,0.86,9.05,Est. from Guider,2026-04-28T04:24:41Z
349130,0.79,22.09,Est. from Guider,2026-04-28T07:25:06Z
349131,0.79,-4.28,Est. from Guider,2026-04-28T07:25:06Z
349137,1.2,15.64,Est. from Guider,2026-04-28T09:27:48Z
349138,1.2,-0.59,Est. from Guider,2026-04-28T09:27:48Z
349139,1.2,-13.68,Est. from Guider,2026-04-28T09:27:48Z
349140,1.2,2.57,Est. from Guider,2026-04-28T10:02:19Z
349141,1.2,-16.27,Est. from Guider,2026-04-28T10:02:19Z
349142,0.78,13.88,Est. from Guider,2026-04-28T10:47:04Z
349143,0.78,-2.82,Est. from Guider,2026-04-28T10:47:04Z
349144,0.75,-5.77,Est. from Guider,2026-04-28T11:04:20Z
349145,0.75,-22.1,Est. from Guider,2026-04-28T11:04:20Z
349612,1.2,25.98,Est. from Guider,2026-05-01T09:06:32Z
349769,0.7,-13.35,Science Image,2026-05-02T03:03:24Z
349770,0.6,6.5,Science Image,2026-05-02T03:40:19Z
349771,0.6,-14.55,Science Image,2026-05-02T03:40:19Z
349804,0.9,4.18,Science Image,2026-05-02T09:25:57Z
349805,0.9,-1.93,Science Image,2026-05-02T09:39:42Z
349806,0.7,-3.09,Science Image,2026-05-02T09:57:52Z
349807,1.0,-3.13,Science Image,2026-05-02T10:19:14Z
349808,0.7,-0.12,Science Image,2026-05-02T10:44:15Z
349809,1.0,-4.79,Science Image,2026-05-02T10:59:27Z
349810,0.8,-2.63,Science Image,2026-05-02T11:22:46Z
350265,1.1,12.64,Science Image,2026-05-06T08:48:15Z
350266,1.0,-0.64,Science Image,2026-05-06T08:56:10Z
350267,0.9,-6.7,Science Image,2026-05-06T09:08:12Z
350268,1.0,1.37,Science Image,2026-05-06T09:38:34Z
350269,1.0,-21.58,Science Image,2026-05-06T09:38:34Z
350384,1.5,26.5,Science Image,2026-05-07T03:46:28Z
350385,1.5,8.94,Science Image,2026-05-07T03:46:28Z
350386,1.5,-13.29,Science Image,2026-05-07T03:46:28Z
350389,1.5,25.27,Science Image,2026-05-07T05:16:12Z
350390,1.5,5.96,Science Image,2026-05-07T05:16:12Z
350392,1.2,-12.24,Science Image,2026-05-07T05:28:21Z
350393,0.8,-11.82,Science Image,2026-05-07T05:56:18Z
350397,1.1,8.05,Science Image,2026-05-07T07:46:49Z
350398,1.1,-12.4,Science Image,2026-05-07T07:46:49Z
350399,1.1,-28.51,Science Image,2026-05-07T07:46:49Z
350403,1.4,23.33,Science Image,2026-05-07T09:52:32Z
350404,1.4,4.85,Science Image,2026-05-07T09:52:32Z
350405,1.4,-17.42,Science Image,2026-05-07T09:52:32Z
350616,0.9,16.59,Science Image,2026-05-08T06:41:46Z
350617,0.9,0.94,Science Image,2026-05-08T06:41:46Z
350618,0.9,-18.21,Science Image,2026-05-08T06:41:46Z
350619,0.75,24.39,Science Image,2026-05-08T08:53:57Z
350620,0.75,9.46,Science Image,2026-05-08T08:53:57Z
350621,0.75,-8.33,Science Image,2026-05-08T08:53:57Z
350734,0.7,-13.34,Est. from Guider,2026-05-09T03:13:31Z
350735,0.8,11.39,Est. from Guider,2026-05-09T03:49:50Z
350736,0.8,-2.63,Est. from Guider,2026-05-09T03:49:50Z
350737,1.3,-1.97,Est. from Guider,2026-05-09T04:14:21Z
350738,1.1,20.48,Est. from Guider,2026-05-09T05:00:53Z
350739,1.1,4.68,Est. from Guider,2026-05-09T05:00:53Z
350740,0.9,-14.27,Est. from Guider,2026-05-09T05:03:33Z
350742,1.1,14.11,Est. from Guider,2026-05-09T06:15:02Z
350743,1.1,-7.87,Est. from Guider,2026-05-09T06:15:02Z
350745,1.0,9.39,Est. from Guider,2026-05-09T07:18:32Z
350746,1.0,-17.03,Est. from Guider,2026-05-09T07:18:32Z
350750,0.7,14.27,Est. from Guider,2026-05-09T09:21:04Z
350751,0.9,-11.54,Est. from Guider,2026-05-09T09:21:24Z
350752,0.8,4.98,Est. from Guider,2026-05-09T09:57:54Z
350753,0.8,-8.37,Est. from Guider,2026-05-09T09:57:54Z
350754,0.9,11.74,Est. from Guider,2026-05-09T10:40:27Z
350755,0.9,-3.23,Est. from Guider,2026-05-09T10:56:20Z
350756,0.7,-13.58,Est. from Guider,2026-05-09T11:08:55Z
350757,0.7,-26.09,Est. from Guider,2026-05-09T11:08:55Z
350870,0.7,-27.03,Focus,2026-05-10T03:03:34Z
350871,0.75,7.01,Est. from Guider,2026-05-10T03:59:23Z
350872,0.65,-6.9,Est. from Guider,2026-05-10T04:14:36Z
350873,0.9,7.99,Est. from Guider,2026-05-10T04:49:47Z
350874,0.9,-9.66,Est. from Guider,2026-05-10T04:49:47Z
350875,0.9,2.85,Est. from Guider,2026-05-10T05:29:31Z
350876,0.9,-8.59,Est. from Guider,2026-05-10T05:50:08Z
350877,1.0,20.55,Est. from Guider,2026-05-10T06:42:44Z
350878,1.0,-0.72,Est. from Guider,2026-05-10T06:42:44Z
350879,1.0,-2.78,Est. from Guider,2026-05-10T07:05:39Z
350880,1.15,-13.92,Est. from Guider,2026-05-10T07:21:37Z
350881,1.4,4.36,Est. from Guider,2026-05-10T08:05:10Z
350882,0.9,14.4,Est. from Guider,2026-05-10T08:35:55Z
350883,0.9,-9.06,Est. from Guider,2026-05-10T08:35:55Z
350886,1.6,29.86,Est. from Guider,2026-05-10T10:24:54Z
350887,1.6,-0.06,Est. from Guider,2026-05-10T10:24:54Z
350888,1.0,21.71,Est. from Guider,2026-05-10T11:09:09Z
350889,1.0,0.34,Est. from Guider,2026-05-10T11:09:09Z
350890,1.0,-19.36,Est. from Guider,2026-05-10T11:09:09Z
351003,0.69,-16.24,Est. from Guider,2026-05-11T03:12:52Z
351006,1.16,15.38,Est. from Guider,2026-05-11T04:29:34Z
351007,1.16,-6.49,Est. from Guider,2026-05-11T04:29:34Z
351008,0.91,6.95,Est. from Guider,2026-05-11T05:08:10Z
351009,0.88,19.85,Est. from Guider,2026-05-11T05:51:30Z
351010,0.88,-6.27,Est. from Guider,2026-05-11T05:51:30Z
351013,0.81,16.24,Est. from Guider,2026-05-11T07:32:09Z
351014,0.81,-5.69,Est. from Guider,2026-05-11T07:32:09Z
351015,1.21,17.22,Est. from Guider,2026-05-11T08:16:36Z
351016,1.21,-4.48,Est. from Guider,2026-05-11T08:16:36Z
351017,1.2,-7.95,Est. from Guider,2026-05-11T08:37:34Z
351022,1.25,13.51,Est. from Guider,2026-05-11T10:40:06Z
351023,1.25,-7.84,Est. from Guider,2026-05-11T10:40:06Z
351137,2.0,-6.33,Est. from Guider,2026-05-12T03:18:40Z
351138,2.0,-20.84,Est. from Guider,2026-05-12T03:18:40Z
351142,1.2,-28.1,Est. from Guider,2026-05-12T04:41:02Z
351144,1.25,13.39,Est. from Guider,2026-05-12T06:06:22Z
351145,1.25,-10.61,Est. from Guider,2026-05-12T06:06:22Z
351146,1.0,12.27,Est. from Guider,2026-05-12T06:50:54Z
351148,1.0,-23.74,Est. from Guider,2026-05-12T06:50:54Z
351149,1.0,10.57,Est. from Guider,2026-05-12T07:53:01Z
351150,1.0,-14.99,Est. from Guider,2026-05-12T07:53:01Z
351154,1.1,28.17,Est. from Guider,2026-05-12T09:48:24Z
351155,1.1,4.67,Est. from Guider,2026-05-12T09:48:24Z
351156,1.1,-13.36,Est. from Guider,2026-05-12T09:48:24Z
351157,1.1,-22.85,Est. from Guider,2026-05-12T09:48:24Z
351275,2.0,-27.3,Est. from Guider,2026-05-13T03:19:34Z
351282,1.8,-22.98,Est. from Guider,2026-05-13T07:01:18Z
351283,1.3,13.13,Est. from Guider,2026-05-13T07:52:52Z
351284,1.3,-8.51,Est. from Guider,2026-05-13T07:52:52Z
351285,1.3,-28.77,Est. from Guider,2026-05-13T07:52:52Z
