EXPID,WIYN_FWHM,WIYN_DT_MIN,WIYN_SOURCE,WIYN_UT
332798,0.75,-13.17,Est. from Guider,2026-01-21T02:44:56Z
332803,0.5,20.36,Est. from Guider,2026-01-21T05:00:54Z
332804,0.5,1.66,Est. from Guider,2026-01-21T05:00:54Z
332805,0.65,3.64,Est. from Guider,2026-01-21T05:26:37Z
332806,0.65,-20.96,Est. from Guider,2026-01-21T05:26:37Z
332807,0.6,6.92,Est. from Guider,2026-01-21T06:18:02Z
332808,0.6,-15.41,Est. from Guider,2026-01-21T06:18:02Z
332809,0.7,26.43,Est. from Guider,2026-01-21T07:19:36Z
332810,0.7,6.45,Est. from Guider,2026-01-21T07:19:36Z
332811,0.5,9.45,Est. from Guider,2026-01-21T07:42:57Z
332812,0.7,-1.68,Est. from Guider,2026-01-21T07:52:48Z
332813,0.5,18.84,Est. from Guider,2026-01-21T08:35:12Z
332814,0.5,5.16,Est. from Guider,2026-01-21T08:46:47Z
332815,0.5,-24.01,Est. from Guider,2026-01-21T08:46:47Z
332816,0.6,-3.36,Est. from Guider,2026-01-21T09:39:32Z
332817,0.7,-10.39,Est. from Guider,2026-01-21T09:57:53Z
332820,0.9,29.11,Est. from Guider,2026-01-21T11:50:15Z
332821,0.9,10.02,Est. from Guider,2026-01-21T11:50:15Z
332822,0.9,-8.8,Est. from Guider,2026-01-21T11:50:15Z
332823,0.7,-7.0,Est. from Guider,2026-01-21T12:10:09Z
332824,0.6,0.01,Est. from Guider,2026-01-21T12:35:40Z
332825,0.6,5.75,Est. from Guider,2026-01-21T12:59:40Z
332826,0.6,-10.33,Est. from Guider,2026-01-21T12:59:40Z
332827,0.6,-22.89,Est. from Guider,2026-01-21T12:59:40Z
333722,0.75,23.29,Est. from Guider,2026-01-27T03:57:34Z
333743,0.73,19.1,Est. from Guider,2026-01-27T10:29:52Z
333744,0.73,0.53,Est. from Guider,2026-01-27T10:29:52Z
333745,0.73,-19.58,Est. from Guider,2026-01-27T10:29:52Z
333749,0.73,23.58,Est. from Guider,2026-01-27T12:34:43Z
333750,0.73,5.9,Est. from Guider,2026-01-27T12:34:43Z
333751,0.73,-7.59,Est. from Guider,2026-01-27T12:34:43Z
333753,0.73,2.84,Est. from Guider,2026-01-27T13:14:02Z
333754,0.73,-15.44,Est. from Guider,2026-01-27T13:14:02Z
334355,1.12,-22.76,Est. from Guider,2026-01-30T03:16:53Z
334356,1.25,21.08,Est. from Guider,2026-01-30T04:25:15Z
334391,1.6,-3.73,Est. from Guider,2026-01-30T11:33:10Z
334392,1.17,-7.08,Est. from Guider,2026-01-30T11:44:42Z
334393,1.17,-19.63,Est. from Guider,2026-01-30T11:44:42Z
334601,0.98,24.98,Est. from Guider,2026-01-31T03:21:49Z
334602,0.98,5.4,Est. from Guider,2026-01-31T03:21:49Z
334603,1.0,5.85,Est. from Guider,2026-01-31T03:41:26Z
334605,0.95,-0.16,Est. from Guider,2026-01-31T04:00:03Z
334606,0.96,-7.49,Est. from Guider,2026-01-31T04:13:06Z
334607,0.95,0.95,Est. from Guider,2026-01-31T04:46:33Z
334619,1.1,2.95,Est. from Guider,2026-01-31T07:46:05Z
334620,1.1,-6.8,Est. from Guider,2026-01-31T07:58:29Z
334621,1.1,-26.16,Est. from Guider,2026-01-31T07:58:29Z
334622,1.4,8.94,Est. from Guider,2026-01-31T08:55:31Z
334623,1.2,10.36,Est. from Guider,2026-01-31T09:18:05Z
334624,1.2,-6.28,Est. from Guider,2026-01-31T09:18:05Z
335003,1.55,26.79,Science Image,2026-02-02T10:40:13Z
335155,1.08,-11.83,Science Image,2026-02-03T02:02:41Z
335156,1.14,6.65,Science Image,2026-02-03T02:41:31Z
335157,1.14,-10.12,Science Image,2026-02-03T02:41:31Z
335185,0.9,-29.03,Science Image,2026-02-03T09:11:33Z
335187,0.9,14.3,Science Image,2026-02-03T10:38:44Z
335188,0.9,-14.16,Science Image,2026-02-03T10:38:44Z
335189,0.87,-3.94,Science Image,2026-02-03T11:12:03Z
335190,0.72,11.01,Science Image,2026-02-03T11:47:59Z
335191,0.72,-8.01,Science Image,2026-02-03T11:47:59Z
335192,1.2,6.56,Science Image,2026-02-03T12:21:40Z
335193,1.2,-12.28,Science Image,2026-02-03T12:21:40Z
335194,1.25,0.73,Science Image,2026-02-03T12:55:02Z
335195,1.25,-18.27,Science Image,2026-02-03T12:55:02Z
335412,0.8,-6.99,Science Image,2026-02-04T02:01:43Z
335415,1.02,4.6,Science Image,2026-02-04T03:16:04Z
335416,1.02,-18.65,Science Image,2026-02-04T03:16:04Z
335420,1.0,4.4,Science Image,2026-02-04T05:13:12Z
335421,1.0,-14.94,Science Image,2026-02-04T05:13:12Z
335424,1.1,16.22,Science Image,2026-02-04T06:37:10Z
335425,0.92,4.6,Science Image,2026-02-04T06:47:14Z
335426,0.92,-16.76,Science Image,2026-02-04T06:47:14Z
335427,1.25,11.28,Science Image,2026-02-04T07:34:58Z
335428,1.18,4.62,Science Image,2026-02-04T07:47:57Z
335429,1.18,-12.81,Science Image,2026-02-04T07:47:57Z
335433,1.05,7.05,Science Image,2026-02-04T08:57:47Z
335434,1.05,-19.55,Science Image,2026-02-04T08:57:47Z
335437,1.07,5.28,Science Image,2026-02-04T10:19:42Z
335439,1.07,-27.56,Science Image,2026-02-04T10:19:42Z
335440,1.1,23.82,Science Image,2026-02-04T11:33:11Z
335441,1.1,-1.15,Science Image,2026-02-04T11:33:11Z
335442,0.9,1.91,Science Image,2026-02-04T12:05:50Z
335443,0.82,7.69,Science Image,2026-02-04T12:34:58Z
335444,0.9,-1.38,Science Image,2026-02-04T12:50:53Z
335445,0.8,-16.9,Science Image,2026-02-04T13:02:32Z
335586,1.7,27.06,Science Image,2026-02-05T03:49:29Z
335588,1.9,4.97,Science Image,2026-02-05T04:20:07Z
335589,2.0,2.5,Science Image,2026-02-05T04:41:37Z
335590,2.0,-23.93,Science Image,2026-02-05T04:41:37Z
335608,0.75,2.76,Science Image,2026-02-05T07:52:58Z
335609,0.9,-2.6,Science Image,2026-02-05T08:02:25Z
335610,0.9,-16.01,Science Image,2026-02-05T08:02:25Z
335611,0.9,-29.63,Science Image,2026-02-05T08:02:25Z
335612,0.7,19.41,Science Image,2026-02-05T09:04:34Z
335613,0.7,6.21,Science Image,2026-02-05T09:04:34Z
335614,0.7,-7.34,Science Image,2026-02-05T09:04:34Z
335615,1.7,15.53,Science Image,2026-02-05T09:41:59Z
335616,1.7,-2.58,Science Image,2026-02-05T09:41:59Z
335617,1.7,-21.91,Science Image,2026-02-05T09:41:59Z
335619,1.1,27.28,Science Image,2026-02-05T11:06:40Z
335620,1.1,7.97,Science Image,2026-02-05T11:06:40Z
335621,1.1,-9.9,Science Image,2026-02-05T11:06:40Z
335764,0.9,-17.5,Science Image,2026-02-06T02:48:11Z
335767,0.9,14.9,Science Image,2026-02-06T04:38:06Z
335768,0.9,-6.58,Science Image,2026-02-06T04:38:06Z
335769,1.0,4.32,Science Image,2026-02-06T05:13:32Z
335770,0.7,-12.15,Science Image,2026-02-06T05:26:06Z
335771,0.8,-10.89,Science Image,2026-02-06T05:52:32Z
335774,0.8,9.97,Science Image,2026-02-06T06:55:40Z
335775,0.8,-3.49,Science Image,2026-02-06T06:55:40Z
335776,0.9,-3.71,Science Image,2026-02-06T07:08:25Z
335777,0.6,-1.0,Science Image,2026-02-06T07:22:51Z
335778,0.6,-0.9,Science Image,2026-02-06T07:40:10Z
335779,0.65,7.09,Science Image,2026-02-06T08:13:42Z
335780,0.7,7.89,Science Image,2026-02-06T08:33:56Z
335781,0.7,-1.77,Science Image,2026-02-06T08:33:56Z
335782,0.7,-10.98,Science Image,2026-02-06T08:33:56Z
335783,0.8,-4.89,Science Image,2026-02-06T08:56:09Z
335784,0.7,-2.11,Science Image,2026-02-06T09:17:52Z
335785,0.7,-1.13,Science Image,2026-02-06T09:37:07Z
335786,0.65,-2.77,Science Image,2026-02-06T09:54:06Z
335787,0.5,13.04,Science Image,2026-02-06T10:28:46Z
335788,0.5,-5.97,Science Image,2026-02-06T10:28:46Z
335789,0.55,1.41,Science Image,2026-02-06T10:56:23Z
335790,0.6,-7.41,Science Image,2026-02-06T11:06:05Z
335791,0.5,3.21,Science Image,2026-02-06T11:39:55Z
335792,0.7,6.75,Science Image,2026-02-06T12:02:54Z
335793,0.7,2.11,Science Image,2026-02-06T12:17:19Z
335794,0.65,-11.79,Science Image,2026-02-06T12:32:25Z
335935,0.8,7.37,Est. from Guider,2026-02-07T02:34:59Z
335937,0.75,16.57,Est. from Guider,2026-02-07T03:22:45Z
335945,0.8,-16.94,Est. from Guider,2026-02-07T04:11:13Z
335946,1.0,4.55,Est. from Guider,2026-02-07T04:48:59Z
336099,1.3,-4.96,Est. from Guider,2026-02-08T02:16:32Z
336100,0.9,2.96,Est. from Guider,2026-02-08T02:43:22Z
336114,1.0,-10.2,Est. from Guider,2026-02-08T04:01:39Z
336115,0.85,0.14,Est. from Guider,2026-02-08T04:36:36Z
336116,0.9,-17.3,Est. from Guider,2026-02-08T04:47:02Z
336117,1.0,-6.18,Est. from Guider,2026-02-08T05:25:03Z
336118,1.1,8.44,Est. from Guider,2026-02-08T06:02:58Z
336119,1.1,-10.81,Est. from Guider,2026-02-08T06:02:58Z
336120,0.75,-5.85,Est. from Guider,2026-02-08T06:30:12Z
336121,0.8,-5.85,Est. from Guider,2026-02-08T06:54:15Z
336122,0.85,20.11,Est. from Guider,2026-02-08T07:39:11Z
336123,0.85,-0.66,Est. from Guider,2026-02-08T07:39:11Z
336133,0.9,8.85,Est. from Guider,2026-02-08T09:56:44Z
336134,0.9,-7.71,Est. from Guider,2026-02-08T09:56:44Z
336135,0.9,-17.59,Est. from Guider,2026-02-08T09:56:44Z
336136,0.8,6.93,Est. from Guider,2026-02-08T10:40:48Z
336139,0.7,0.11,Est. from Guider,2026-02-08T11:08:30Z
336140,0.9,-4.73,Est. from Guider,2026-02-08T11:33:01Z
336141,0.8,1.11,Est. from Guider,2026-02-08T12:07:55Z
336142,1.0,-4.65,Est. from Guider,2026-02-08T12:25:50Z
336143,1.0,14.24,Est. from Guider,2026-02-08T13:08:38Z
336144,1.0,-6.61,Est. from Guider,2026-02-08T13:08:38Z
336280,1.2,10.63,Est. from Guider,2026-02-09T02:26:09Z
336281,1.2,-5.37,Est. from Guider,2026-02-09T02:26:09Z
336285,1.0,10.84,Est. from Guider,2026-02-09T04:06:57Z
336286,1.1,7.98,Est. from Guider,2026-02-09T04:51:53Z
336287,1.1,-8.77,Est. from Guider,2026-02-09T04:51:53Z
336288,1.3,3.1,Est. from Guider,2026-02-09T05:23:04Z
336289,1.3,-2.11,Est. from Guider,2026-02-09T05:41:46Z
336290,1.0,11.04,Est. from Guider,2026-02-09T06:13:04Z
336291,1.0,-6.68,Est. from Guider,2026-02-09T06:13:04Z
336293,0.95,13.42,Focus,2026-02-09T07:18:20Z
336294,0.95,-11.2,Focus,2026-02-09T07:18:20Z
336295,1.5,10.58,Est. from Guider,2026-02-09T08:07:23Z
336296,1.5,-6.69,Est. from Guider,2026-02-09T08:07:23Z
336297,1.1,-0.03,Est. from Guider,2026-02-09T08:33:16Z
336298,1.0,-1.98,Est. from Guider,2026-02-09T08:51:26Z
336299,0.9,5.09,Est. from Guider,2026-02-09T09:16:14Z
336300,1.3,7.78,Est. from Guider,2026-02-09T09:37:46Z
336301,1.9,1.06,Est. from Guider,2026-02-09T09:51:00Z
336302,1.6,0.92,Est. from Guider,2026-02-09T10:15:37Z
336303,1.3,-3.0,Est. from Guider,2026-02-09T10:41:07Z
336305,1.9,-19.99,Est. from Guider,2026-02-09T10:52:17Z
336306,1.2,14.79,Est. from Guider,2026-02-09T11:41:51Z
336307,1.2,-1.98,Est. from Guider,2026-02-09T11:41:51Z
336308,1.2,-19.26,Est. from Guider,2026-02-09T11:41:51Z
336309,1.4,8.21,Est. from Guider,2026-02-09T12:24:42Z
336310,1.4,-5.61,Est. from Guider,2026-02-09T12:24:42Z
336311,1.2,8.98,Est. from Guider,2026-02-09T12:52:06Z
336312,1.2,-3.37,Est. from Guider,2026-02-09T12:52:06Z
336313,1.2,-16.96,Est. from Guider,2026-02-09T12:52:06Z
336455,1.5,-2.13,Est. from Guider,2026-02-10T02:34:02Z
336456,1.5,-19.97,Est. from Guider,2026-02-10T02:34:02Z
336457,1.5,20.5,Est. from Guider,2026-02-10T03:36:52Z
336459,1.5,-18.32,Est. from Guider,2026-02-10T03:36:52Z
336472,1.0,4.94,Est. from Guider,2026-02-10T06:28:18Z
336473,1.0,-16.28,Est. from Guider,2026-02-10T06:28:18Z
336475,1.0,17.46,Est. from Guider,2026-02-10T07:58:00Z
336476,1.0,-10.92,Est. from Guider,2026-02-10T07:58:00Z
336487,1.5,5.98,Est. from Guider,2026-02-10T12:24:01Z
336488,1.5,-22.14,Est. from Guider,2026-02-10T12:24:01Z
337294,1.0,-10.96,Est. from Guider,2026-02-15T03:01:04Z
337296,0.85,4.0,Est. from Guider,2026-02-15T03:48:19Z
337297,1.0,4.02,Est. from Guider,2026-02-15T04:13:00Z
337299,1.5,10.6,Est. from Guider,2026-02-15T04:49:38Z
337300,1.5,-7.68,Est. from Guider,2026-02-15T04:49:38Z
337301,1.44,-8.78,Est. from Guider,2026-02-15T05:07:22Z
337302,1.44,-27.95,Est. from Guider,2026-02-15T05:07:22Z
337304,1.35,14.5,Est. from Guider,2026-02-15T06:34:36Z
337305,1.35,-10.5,Est. from Guider,2026-02-15T06:34:36Z
337306,1.2,16.26,Est. from Guider,2026-02-15T07:17:12Z
337309,1.02,7.34,Est. from Guider,2026-02-15T07:37:07Z
337310,1.02,-6.94,Est. from Guider,2026-02-15T07:37:07Z
337311,1.25,-1.3,Est. from Guider,2026-02-15T07:58:10Z
337312,1.6,10.71,Est. from Guider,2026-02-15T08:32:43Z
337313,1.65,2.21,Est. from Guider,2026-02-15T08:47:45Z
337314,1.2,0.76,Est. from Guider,2026-02-15T09:01:50Z
337315,0.9,4.99,Est. from Guider,2026-02-15T09:22:09Z
337316,0.82,-0.38,Est. from Guider,2026-02-15T09:33:19Z
337317,0.9,-2.89,Est. from Guider,2026-02-15T09:52:00Z
337318,1.1,14.26,Est. from Guider,2026-02-15T10:27:42Z
337319,1.1,2.36,Est. from Guider,2026-02-15T10:27:42Z
337320,1.1,-9.91,Est. from Guider,2026-02-15T10:27:42Z
337321,0.82,11.99,Est. from Guider,2026-02-15T11:01:58Z
337471,1.2,21.71,Est. from Guider,2026-02-16T04:13:22Z
337472,1.2,7.48,Est. from Guider,2026-02-16T04:13:22Z
337479,1.2,26.32,Est. from Guider,2026-02-16T07:13:59Z
337480,1.2,15.71,Est. from Guider,2026-02-16T07:13:59Z
337481,1.2,-7.04,Est. from Guider,2026-02-16T07:13:59Z
337483,1.1,16.02,Est. from Guider,2026-02-16T08:25:45Z
337484,1.1,7.71,Est. from Guider,2026-02-16T08:25:45Z
337489,1.1,21.95,Est. from Guider,2026-02-16T09:11:20Z
337490,1.1,8.69,Est. from Guider,2026-02-16T09:11:20Z
337491,1.1,-3.27,Est. from Guider,2026-02-16T09:11:20Z
337492,1.1,-15.59,Est. from Guider,2026-02-16T09:11:20Z
337493,1.1,-27.85,Est. from Guider,2026-02-16T09:11:20Z
337769,1.0,-23.43,Est. from Guider,2026-02-18T04:09:53Z
337773,1.45,22.07,Est. from Guider,2026-02-18T06:00:58Z
337774,1.45,-3.21,Est. from Guider,2026-02-18T06:00:58Z
337775,0.75,-8.91,Est. from Guider,2026-02-18T06:17:27Z
337776,1.0,16.99,Est. from Guider,2026-02-18T07:04:55Z
337777,1.0,-5.32,Est. from Guider,2026-02-18T07:04:55Z
337778,1.0,-26.68,Est. from Guider,2026-02-18T07:04:55Z
337779,1.25,11.2,Est. from Guider,2026-02-18T08:06:52Z
337780,1.25,-10.27,Est. from Guider,2026-02-18T08:06:52Z
337781,0.97,-2.49,Est. from Guider,2026-02-18T08:30:25Z
337783,1.2,-12.83,Est. from Guider,2026-02-18T09:09:05Z
337790,1.25,5.44,Est. from Guider,2026-02-18T10:56:04Z
337791,1.45,4.87,Est. from Guider,2026-02-18T11:11:05Z
337792,1.5,-3.7,Est. from Guider,2026-02-18T11:25:32Z
337793,1.18,-6.8,Est. from Guider,2026-02-18T11:49:19Z
337794,1.6,9.45,Est. from Guider,2026-02-18T12:31:22Z
337795,1.6,-14.38,Est. from Guider,2026-02-18T12:31:22Z
338269,0.9,26.82,Est. from Guider,2026-02-21T10:16:23Z
338270,0.9,12.45,Est. from Guider,2026-02-21T10:16:23Z
338271,0.9,-0.23,Est. from Guider,2026-02-21T10:16:23Z
338272,1.0,3.35,Est. from Guider,2026-02-21T10:30:56Z
338273,0.6,7.29,Est. from Guider,2026-02-21T10:51:47Z
338274,0.7,-0.63,Est. from Guider,2026-02-21T11:06:28Z
338275,1.4,-5.98,Est. from Guider,2026-02-21T11:26:39Z
338277,1.1,13.1,Est. from Guider,2026-02-21T12:32:55Z
338278,1.1,-10.63,Est. from Guider,2026-02-21T12:32:55Z
338415,1.0,-19.06,Est. from Guider,2026-02-22T02:08:52Z
338416,0.9,12.13,Est. from Guider,2026-02-22T03:04:32Z
338417,0.9,-13.27,Est. from Guider,2026-02-22T03:04:32Z
338469,0.6,14.55,Est. from Guider,2026-02-22T13:04:05Z
338470,0.6,4.89,Est. from Guider,2026-02-22T13:04:05Z
338471,0.6,-5.38,Est. from Guider,2026-02-22T13:04:05Z
338613,1.5,27.93,Est. from Guider,2026-02-23T04:21:52Z
338619,0.7,-19.07,Est. from Guider,2026-02-23T05:28:18Z
338623,1.1,18.84,Est. from Guider,2026-02-23T07:44:00Z
338624,0.9,3.4,Est. from Guider,2026-02-23T07:52:40Z
338625,0.9,-20.52,Est. from Guider,2026-02-23T07:52:40Z
338627,1.6,26.56,Est. from Guider,2026-02-23T09:23:27Z
338628,1.6,7.66,Est. from Guider,2026-02-23T09:23:27Z
338629,1.6,-12.25,Est. from Guider,2026-02-23T09:23:27Z
338632,0.7,17.61,Est. from Guider,2026-02-23T11:02:11Z
338633,0.6,-0.54,Est. from Guider,2026-02-23T11:07:42Z
338634,0.9,0.12,Est. from Guider,2026-02-23T11:31:04Z
338635,0.9,-21.81,Est. from Guider,2026-02-23T11:31:04Z
338753,0.7,8.34,Est. from Guider,2026-02-24T02:33:10Z
338754,0.7,-3.46,Est. from Guider,2026-02-24T02:33:10Z
338755,0.7,-21.2,Est. from Guider,2026-02-24T02:33:10Z
338762,0.55,-12.08,Est. from Guider,2026-02-24T05:11:53Z
338764,0.5,0.96,Est. from Guider,2026-02-24T06:17:42Z
338766,0.5,10.19,Est. from Guider,2026-02-24T07:27:13Z
338767,0.5,-18.35,Est. from Guider,2026-02-24T07:27:13Z
338768,0.5,20.4,Est. from Guider,2026-02-24T08:30:10Z
338769,0.5,2.48,Est. from Guider,2026-02-24T08:30:10Z
338770,0.5,7.87,Est. from Guider,2026-02-24T08:52:00Z
338771,0.5,0.05,Est. from Guider,2026-02-24T09:00:03Z
338772,0.7,2.38,Est. from Guider,2026-02-24T09:17:47Z
338773,0.45,-1.82,Est. from Guider,2026-02-24T09:28:28Z
338774,0.5,16.2,Est. from Guider,2026-02-24T10:01:21Z
338775,0.5,1.22,Est. from Guider,2026-02-24T10:01:21Z
338776,0.6,5.17,Est. from Guider,2026-02-24T10:20:02Z
338777,0.5,-3.8,Est. from Guider,2026-02-24T10:26:00Z
338778,0.5,-19.02,Est. from Guider,2026-02-24T10:26:00Z
338779,0.4,15.01,Est. from Guider,2026-02-24T11:15:22Z
338780,0.4,-0.86,Est. from Guider,2026-02-24T11:15:22Z
338781,0.4,-16.78,Est. from Guider,2026-02-24T11:15:22Z
338923,0.85,-14.12,Est. from Guider,2026-02-25T02:43:00Z
338924,1.17,24.42,Est. from Guider,2026-02-25T03:41:41Z
338925,1.17,7.54,Est. from Guider,2026-02-25T03:41:41Z
338930,0.86,11.99,Est. from Guider,2026-02-25T05:33:54Z
338931,0.86,1.1,Est. from Guider,2026-02-25T05:33:54Z
338932,0.86,-14.36,Est. from Guider,2026-02-25T05:33:54Z
338935,0.74,10.56,Est. from Guider,2026-02-25T07:07:20Z
338936,0.6,0.44,Est. from Guider,2026-02-25T07:20:49Z
338937,0.77,0.82,Est. from Guider,2026-02-25T07:50:22Z
338938,0.81,-8.78,Est. from Guider,2026-02-25T08:09:33Z
338940,0.84,6.04,Est. from Guider,2026-02-25T09:14:53Z
338941,0.79,7.71,Est. from Guider,2026-02-25T09:40:56Z
338942,0.79,-10.52,Est. from Guider,2026-02-25T09:40:56Z
338943,0.77,3.8,Est. from Guider,2026-02-25T10:15:33Z
338945,0.79,-0.52,Est. from Guider,2026-02-25T10:34:06Z
338946,0.96,-3.52,Est. from Guider,2026-02-25T10:50:13Z
338947,0.99,-1.02,Est. from Guider,2026-02-25T11:12:14Z
338948,1.07,3.37,Est. from Guider,2026-02-25T11:36:10Z
338949,0.89,6.98,Est. from Guider,2026-02-25T11:59:28Z
338950,0.89,-4.82,Est. from Guider,2026-02-25T12:09:41Z
338951,0.89,-28.87,Est. from Guider,2026-02-25T12:09:41Z
339108,0.93,-27.13,Est. from Guider,2026-02-26T02:36:53Z
339110,1.17,-0.94,Est. from Guider,2026-02-26T03:36:09Z
339111,1.0,2.41,Est. from Guider,2026-02-26T04:00:05Z
339112,0.77,-1.44,Est. from Guider,2026-02-26T04:09:59Z
339118,0.64,-5.75,Est. from Guider,2026-02-26T06:13:09Z
339119,0.64,-26.03,Est. from Guider,2026-02-26T06:13:09Z
339120,0.75,19.63,Est. from Guider,2026-02-26T07:17:55Z
339121,0.75,0.78,Est. from Guider,2026-02-26T07:17:55Z
339122,0.99,8.82,Est. from Guider,2026-02-26T07:51:39Z
339124,0.78,-5.28,Est. from Guider,2026-02-26T08:22:24Z
339125,0.58,-3.15,Est. from Guider,2026-02-26T08:51:55Z
339126,0.6,-2.58,Est. from Guider,2026-02-26T09:17:58Z
339127,0.64,-1.79,Est. from Guider,2026-02-26T09:44:02Z
339128,0.68,15.74,Est. from Guider,2026-02-26T10:24:50Z
339129,0.68,-5.21,Est. from Guider,2026-02-26T10:24:50Z
339271,0.58,-0.52,Est. from Guider,2026-02-27T02:28:12Z
339275,0.58,29.01,Est. from Guider,2026-02-27T04:41:02Z
339279,0.67,2.07,Est. from Guider,2026-02-27T05:47:58Z
339280,0.59,7.75,Est. from Guider,2026-02-27T06:22:16Z
339281,0.59,-12.51,Est. from Guider,2026-02-27T06:22:16Z
339283,0.83,-1.85,Est. from Guider,2026-02-27T08:01:56Z
339285,1.22,1.29,Est. from Guider,2026-02-27T10:07:01Z
339286,1.22,-20.68,Est. from Guider,2026-02-27T10:07:01Z
339287,1.25,6.79,Est. from Guider,2026-02-27T10:55:17Z
339288,1.25,-11.75,Est. from Guider,2026-02-27T10:55:17Z
339290,1.05,24.93,Est. from Guider,2026-02-27T12:19:48Z
339291,1.05,-3.86,Est. from Guider,2026-02-27T12:19:48Z
339292,1.05,-29.96,Est. from Guider,2026-02-27T12:19:48Z
339429,0.72,-19.46,Est. from Guider,2026-02-28T02:17:57Z
339440,0.74,2.83,Est. from Guider,2026-02-28T05:44:07Z
339441,0.69,7.2,Est. from Guider,2026-02-28T06:09:56Z
339442,0.69,-13.2,Est. from Guider,2026-02-28T06:09:56Z
339443,0.69,-28.29,Est. from Guider,2026-02-28T06:09:56Z
339444,0.84,23.06,Est. from Guider,2026-02-28T07:15:51Z
339445,0.84,9.32,Est. from Guider,2026-02-28T07:15:51Z
339446,0.84,-4.65,Est. from Guider,2026-02-28T07:15:51Z
339447,0.6,-6.59,Est. from Guider,2026-02-28T07:27:46Z
339448,0.6,-19.28,Est. from Guider,2026-02-28T07:27:46Z
339449,0.84,7.73,Est. from Guider,2026-02-28T08:13:07Z
339450,0.64,-3.89,Est. from Guider,2026-02-28T08:26:01Z
339451,0.64,-27.3,Est. from Guider,2026-02-28T08:26:01Z
339453,0.86,4.55,Est. from Guider,2026-02-28T09:46:26Z
339454,0.8,17.46,Est. from Guider,2026-02-28T10:23:00Z
339455,0.8,1.46,Est. from Guider,2026-02-28T10:23:00Z
339456,0.8,-11.55,Est. from Guider,2026-02-28T10:23:00Z
339457,0.8,-23.34,Est. from Guider,2026-02-28T10:23:00Z
339459,1.77,25.07,Est. from Guider,2026-02-28T11:37:30Z
339461,1.77,-9.84,Est. from Guider,2026-02-28T11:37:30Z
339462,1.45,-5.96,Est. from Guider,2026-02-28T11:58:16Z
339464,0.75,-7.21,Est. from Guider,2026-02-28T12:23:59Z
339465,0.75,-22.4,Est. from Guider,2026-02-28T12:23:59Z
339641,0.9,-14.99,Est. from Guider,2026-03-01T02:20:58Z
339643,0.99,6.72,Est. from Guider,2026-03-01T03:19:09Z
339644,0.99,-18.3,Est. from Guider,2026-03-01T03:19:09Z
339645,0.83,10.59,Est. from Guider,2026-03-01T04:14:23Z
339646,0.83,-9.64,Est. from Guider,2026-03-01T04:14:23Z
339647,0.6,18.63,Est. from Guider,2026-03-01T04:59:12Z
339652,0.5,10.18,Est. from Guider,2026-03-01T05:51:53Z
339663,0.69,8.66,Est. from Guider,2026-03-01T08:04:28Z
339665,0.69,-13.43,Est. from Guider,2026-03-01T08:04:28Z
339676,0.65,12.17,Est. from Guider,2026-03-01T10:31:21Z
339681,0.59,0.18,Est. from Guider,2026-03-01T11:33:35Z
339682,0.83,-2.5,Est. from Guider,2026-03-01T11:48:24Z
339683,0.83,-13.56,Est. from Guider,2026-03-01T11:48:24Z
339905,0.96,15.9,Est. from Guider,2026-03-02T09:34:25Z
339906,0.96,-0.34,Est. from Guider,2026-03-02T09:34:25Z
339907,0.68,14.9,Est. from Guider,2026-03-02T10:05:03Z
339908,0.68,-0.64,Est. from Guider,2026-03-02T10:05:03Z
339909,0.68,-22.62,Est. from Guider,2026-03-02T10:05:03Z
339910,0.87,26.78,Est. from Guider,2026-03-02T11:16:29Z
339911,0.87,7.73,Est. from Guider,2026-03-02T11:16:29Z
339912,0.87,-11.64,Est. from Guider,2026-03-02T11:16:29Z
340235,0.95,-0.07,Science Image,2026-03-05T02:40:31Z
340237,2.0,5.99,Science Image,2026-03-05T03:20:49Z
340250,0.67,2.28,Science Image,2026-03-05T06:12:39Z
340251,0.67,-13.06,Science Image,2026-03-05T06:12:39Z
340252,0.69,5.58,Science Image,2026-03-05T06:46:39Z
340253,0.8,1.41,Science Image,2026-03-05T06:58:14Z
340255,0.8,-17.62,Science Image,2026-03-05T06:58:14Z
340259,0.76,24.32,Science Image,2026-03-05T08:31:46Z
340260,0.76,9.87,Science Image,2026-03-05T08:31:46Z
340261,0.76,-4.74,Science Image,2026-03-05T08:31:46Z
340262,1.2,0.89,Science Image,2026-03-05T08:51:51Z
340263,0.85,-4.51,Science Image,2026-03-05T09:00:24Z
340264,0.85,-18.35,Science Image,2026-03-05T09:00:24Z
340267,0.63,18.57,Science Image,2026-03-05T10:19:26Z
340268,0.63,5.75,Science Image,2026-03-05T10:19:26Z
340269,0.63,-7.41,Science Image,2026-03-05T10:19:26Z
340270,0.63,-20.52,Science Image,2026-03-05T10:19:26Z
340271,0.76,20.86,Science Image,2026-03-05T11:13:24Z
340272,0.76,8.02,Science Image,2026-03-05T11:13:24Z
340273,0.76,-4.93,Science Image,2026-03-05T11:13:24Z
340274,0.76,-17.89,Science Image,2026-03-05T11:13:24Z
340275,0.83,15.18,Science Image,2026-03-05T11:58:53Z
340276,0.83,-4.87,Science Image,2026-03-05T11:58:53Z
340277,0.7,-2.12,Science Image,2026-03-05T12:20:27Z
340278,0.7,-20.33,Science Image,2026-03-05T12:20:27Z
340418,1.15,12.17,Science Image,2026-03-06T03:13:57Z
